Text,Rating,Tanggal,Username,Label Sentimen
"1hal yang kurang dari game ini yah itu subtitle Indonesia Ga banyak orang Indonesia bisa bahasa Inggris dan mohon tambahan subtitle Indonesia, 1 thing that is missing from this game is Indonesian subtitles Not many Indonesians can speak English and please add Indonesian subtitles",4,2025-02-25 12:01:44,Pengguna Google,positif
Sngt mntap oo carakterny bgus seksi seksi bkin main bergairah dan sange,5,2025-02-25 11:46:44,Pengguna Google,positif
Mantappp game baik 😀👍🏻,5,2025-02-25 10:57:36,Pengguna Google,positif
game bagus gak kikir,5,2025-02-25 10:28:45,Pengguna Google,positif
bagus,5,2025-02-25 10:19:54,Pengguna Google,positif
"Gak dapat Changli , Gua Hapus Kalau dapat Changli , Gua ganti 5 bintang",5,2025-02-25 09:22:13,Pengguna Google,positif
Next time kalo bikin event jangan PvP pls Banyak player yang curang kalo liat player lain juara 1 pasti langsung di kick😭🙏🏻 Event kali ini bener-bener jelek banget😭🙏🏻,1,2025-02-25 09:17:25,Pengguna Google,negatif
"Your games are great but sadly you guys only pushing female characters agenda here 🙄 like wdym brant only have 5 minutes screen time through all those main quest, and Phoebe is everywhere, it's pissing me off 😡 and WHERE ARE THE RINASCITA 4 STARS ?? ARE THEY NONEXISTENT OR WHAT, ARE YOU GUYS STOP MAKING 4 STARS ?",1,2025-02-25 09:00:30,Pengguna Google,negatif
"Akun ku hilang tanpa sebab,padahal gk pake cheat, login dengan email yg bener, malah diarahkan bikin dari awal, kecewa berat, sudah banyak hero nya padahal",5,2025-02-25 07:08:56,Pengguna Google,positif
mantap,5,2025-02-25 06:39:19,Pengguna Google,positif
good game,5,2025-02-25 03:12:24,Pengguna Google,positif
add Bahasa Indonesia on text,4,2025-02-25 02:42:00,Pengguna Google,positif
ABSOLUTE CINEMA ✋😎🤚,5,2025-02-25 02:10:40,Pengguna Google,positif
"Makasih... Walaupun hard pity, tapi dapet Phoebe",5,2025-02-25 01:51:39,Pengguna Google,positif
sering banget connection lost padahal sinyal bagus,3,2025-02-25 01:11:27,Pengguna Google,netral
kapan di bikin subtitle Indonesia,5,2025-02-24 23:47:10,Pengguna Google,positif
GAME ANIME TERBAIK SEKARANG MELEBIHI GAME HOYOPRET KAYAK GENSHIN ZZ HSR DAN HONKAI DENGAN GRAFIK YANG BAGUS BANGET DAN GK PELIT BANSOS SERTA PERFORMANYA UDH OPTIMAL DI PC DAN ANDROID DENGAN KUALITAS GRAFIK YANG SUDAH BISA LANCAR DI HIGH PERFORMANCE SAMA PUAS BANGET DENGAN SISTEM GACHNYA KHUSUSNYA DI WEAPON YG 100% RATE ON YANG MEMBANTU BANGET UNTUK F2P BISA MENDAPATKAN KARAKTER BESERTA SIGNATURENYA YANG DIINGINKAN. SMUANYA UDH TOP BANGET CMN KRANG DI BAHASA INDO AJA YANG MASIH BLM ADA AMPE SKRNG,5,2025-02-24 23:22:56,Pengguna Google,positif
Game KONTOLLLLL,1,2025-02-24 23:11:56,Pengguna Google,negatif
"tinggal up.device aja aku mah wkwkwk, biar mainnya tmabah seru",5,2025-02-24 22:20:28,Pengguna Google,positif
Gamenya terlalu berat dan tidak stabil. Saya harap di update selanjutnya bisa lebih stabil dan ringan,3,2025-02-24 21:48:59,Pengguna Google,netral
"Dari segi gameplay dan mekanismenya menurut saya sudah bagus yaa, desain character sama kit nya juga udah balance, world buildingnya indah.. cuma aga disayangkan aja si ga ada bahasa Indonesia, saya merasa kurang menikmati story nya, jadi terpaksa cari di platform lain, untuk membaca rangkuman story nya",5,2025-02-24 20:35:21,Pengguna Google,positif
Game bagus hanya saja Ga ada bahasa,1,2025-02-24 18:52:10,Pengguna Google,negatif
"Rekomended sih yang suka game seperti genshin tapi ini lebih bagus dari speak mc cerita juga bagus, minusnya bahasa Indonesianya tidak ada",4,2025-02-24 18:38:35,Pengguna Google,positif
Nice,5,2025-02-24 17:54:43,Pengguna Google,positif
Fix lag android plsss,1,2025-02-24 17:25:00,Pengguna Google,negatif
"Apalah hard pity mulu dari senjata maupun karakter, katanya game baik banyak bansos ternyata sama aja plus nya cuman banyak bug sama sering error reconnect padahal pakai wifi🗿. Mana update nya kayak install ulang masak kagak ada sistem pra unduh kek sebelah sih??",2,2025-02-24 17:18:20,Pengguna Google,negatif
GAMENYA BAGUSSS WAJIM TUK DI DOWNLOAD STORYNYA BAGUS BGTTTT,5,2025-02-24 15:34:21,Pengguna Google,positif
"keren gamenya, semoga nggak kikir kek sebelah yah",4,2025-02-24 15:05:40,Pengguna Google,positif
Game ter baik menurut ku tapi di banyakin lagi hadiha astrit nya hehe😁,5,2025-02-24 14:53:20,Pengguna Google,positif
"After all is fun, but IM still have performance issue",5,2025-02-24 11:55:32,Pengguna Google,positif
Tolong aku butuh bahasa Indonesia dev 😭🙏,3,2025-02-24 11:00:25,Pengguna Google,netral
gameplay nya seru bgt gila,5,2025-02-24 10:01:48,Pengguna Google,positif
"Gameplay nya seru, tapi sayang optimalisasi nya buruk banget, terutama renderingnya, ditiap loading, scene,musuh baru atau kelamaan dalam bermain langsung frame drop lebih buruknya ngefrezze, gua harap bisa dioptimalisasi kan lagi kedepannya",3,2025-02-24 09:44:23,Pengguna Google,netral
game ini punya banyak hal yang game sebelah gak punya,5,2025-02-24 08:02:39,Pengguna Google,positif
Tolong balikan mommy changli,5,2025-02-24 07:16:17,Pengguna Google,positif
"Bagus, bisa dijalankan walau di hp jelek",5,2025-02-24 04:31:54,Pengguna Google,positif
"sehat2 game baik, dan untuk yang bilang game masih lag, ga optimal, ngaca dong!!. itu hp lu busuk, lu rakit PC / beli hp yg flagship dikit ga ada kali ngelag².",5,2025-02-24 01:48:39,Pengguna Google,positif
"Please bro, don't make zani a 4 stars character, ill pay to get her , ill s6 her",5,2025-02-23 23:44:52,Pengguna Google,positif
genshin killer,5,2025-02-23 23:28:28,Pengguna Google,positif
Game baik,5,2025-02-23 23:21:06,Pengguna Google,positif
"Soal gameplay emang bagus, sayangnya 1 tiap update patch = instal ulang. Gw kira bakal lebih mendingan dari game sebelah ternyata lebih parah main seminggu langsung pensi",2,2025-02-23 23:04:37,Pengguna Google,negatif
game baik,5,2025-02-23 22:50:04,Pengguna Google,positif
"game nya bagus, fight nya seru, story bagus, tapi tolong lah optimalisasi grafik untuk hp menengah, karna saat pakai anti aliasing grafik nya jadi burem walau dah pake resolusi high",4,2025-02-23 22:27:57,Pengguna Google,positif
ok,5,2025-02-23 22:02:54,Pengguna Google,positif
Please add a feature where the character can dive in the water.,5,2025-02-23 21:36:47,Pengguna Google,positif
Hp ku sudah tak kuattt 😵‍💫😵‍💫😵‍💫,5,2025-02-23 20:53:44,Pengguna Google,positif
Best game everr<3,5,2025-02-23 20:50:54,Pengguna Google,positif
game baik,5,2025-02-23 20:38:05,Pengguna Google,positif
game nya saya suka,5,2025-02-23 20:37:47,Pengguna Google,positif
Kenapa saya tidak bisa login dengan akun google saya,1,2025-02-23 20:17:49,Pengguna Google,negatif
GOOD GAMEEEE,5,2025-02-23 17:44:04,Pengguna Google,positif
Whimpering wastes is sucks,2,2025-02-23 16:51:43,Pengguna Google,negatif
1 gacha i got the best.,5,2025-02-23 16:47:41,Pengguna Google,positif
"Please fix the matching for the Apex Ragguna event, because it is very unfair to let players run first, while other players are still waiting on the loading screen.",1,2025-02-23 14:12:32,Pengguna Google,negatif
"add indonesian language to this game, game ini sangat bagus dari segi gameplay dan cerita",5,2025-02-23 13:54:38,Pengguna Google,positif
Bisakah menambahkan bahasa Indonesia? Saya kurang pandai dalam bahasa Inggris🥲,5,2025-02-23 12:41:48,Pengguna Google,positif
I Love This game but this game doesn't love me back. 3 Banner 3 Rate Off Come on man Show me some love </3 . Hard Pity And Rate Off.,1,2025-02-23 11:59:31,Pengguna Google,negatif
mantap,5,2025-02-23 11:12:10,Pengguna Google,positif
"Why is it that every time I log in, not long after that I get kicked out of the game? Is this a bug?",1,2025-02-23 11:07:48,Pengguna Google,negatif
Tolong buatkan sub indo nya,3,2025-02-23 10:04:04,Pengguna Google,netral
"tolong dong itu si bos ""Lorelei"" di kasih rada gampang lah, udah tu bos nyelam terus nyepam rudal alah gmn mau menang 20x gua lawan buat up phobe mati Mulu, tolong dong di kasih rada gampang sikit",3,2025-02-23 08:55:21,Pengguna Google,netral
"gak kikir, dev nya baik",5,2025-02-23 08:36:14,Pengguna Google,positif
The best ❤🤗,5,2025-02-23 07:54:44,Pengguna Google,positif
Katanya game baik gak kek sebelah kok player baru 8x pull ampas,1,2025-02-23 07:50:40,Pengguna Google,negatif
bagussss pls canon kl mc nya cowo,4,2025-02-23 01:47:22,Pengguna Google,positif
please add Indonesian language🙏😭,5,2025-02-23 00:18:56,Pengguna Google,positif
mantaff,5,2025-02-22 23:28:02,Pengguna Google,positif
Di hp gua eleg bngt trs gambar ya GK jernih,3,2025-02-22 22:44:52,Pengguna Google,netral
ok,5,2025-02-22 22:05:16,Pengguna Google,positif
Tidak ada bahasa indonesia,1,2025-02-22 21:49:05,Pengguna Google,negatif
gamenya update mulu perasaan,3,2025-02-22 20:51:05,Pengguna Google,netral
keren,5,2025-02-22 20:40:30,Pengguna Google,positif
good,5,2025-02-22 20:30:38,Pengguna Google,positif
"Please optimize your game, Kuro, it's pretty good, but the frame drops are really bad for players on cellphones, it's very lag and frame,I don't play this game anymore bcz phone issue hoho:v",5,2025-02-22 20:28:36,Pengguna Google,positif
Absolute Cinema,5,2025-02-22 20:25:34,Pengguna Google,positif
wow,5,2025-02-22 19:53:59,Pengguna Google,positif
Optimalisasi,3,2025-02-22 18:30:18,Pengguna Google,netral
Apalah hard pity mulu kuro,5,2025-02-22 18:29:55,Pengguna Google,positif
"Asli game nya bagus, gw dah cocok sama game nya tapi gw susah banget gacha Phoebe (istri gw) tolong lah di permudah 😭 . Apalagi gw main game nya pake wifi busuk lagi tiap main game nya 999 jaringan nya dan kadang keluar sendiri dari game nya, pernah tuh pas lawan bos nya terus lag (karena jaringan) abis itu kelaur deh dari game nya... Giliran gw nemu game yg sesuatu sama gw ko ada aja kendala nya 😭😭😭",5,2025-02-22 17:43:05,Pengguna Google,positif
Add Indonesian subtitles to your game,2,2025-02-22 16:02:12,Pengguna Google,negatif
banyak tobrut cik😁,5,2025-02-22 15:31:41,Pengguna Google,positif
Trimakasih game baik,5,2025-02-22 15:01:55,Pengguna Google,positif
"Tiap login jaringan selaluu merah, padahal wifi gw lancar pol mau login ke game lain lancar aja cuma di wuwa ngelag parah. Gabisa main deh",1,2025-02-22 13:59:31,Pengguna Google,negatif
cool,5,2025-02-22 12:20:07,Pengguna Google,positif
aku cinta wutheringwave,5,2025-02-22 11:18:26,Pengguna Google,positif
"Kameranya geter, dan masalah koneksi Pokoknya tolong perbaiki masalah kamera,sering force close sendiri, ngelag parahh, tiap update patch fps drop parah ga stabill",1,2025-02-22 10:30:14,Pengguna Google,negatif
👍,5,2025-02-22 09:20:56,Pengguna Google,positif
"GUYS HRS MAIN GAME INI SAMBIL NUNGGU GAME SEBELAH RILIS NATLAN😍 i'm really really love this game walaupun indonesian languange is not available i'm still can understand the story, but it'll be really good to have indonesian languange, but nvm i'm still liking this game😚😚 KURO GAME PLS ADAIN KARAKTER CWO LAGI, WHY THE NEW CHAR IS ALWAYS FEMALE?? I WANT NEW MALE CHAR TOO",4,2025-02-22 08:55:20,Pengguna Google,positif
Good,5,2025-02-22 07:53:35,Pengguna Google,positif
Woi developer gw login pakek akun lama kok ngulang dari lv. 1 terus loginnya time out terus Ada gak lo solusinya TOLONG DIJAWAB,1,2025-02-22 07:21:08,Pengguna Google,negatif
👍,5,2025-02-22 02:11:24,Pengguna Google,positif
Hapus animasi loading di awal jika ada update kecil itu akan memakan waktu banyak mungkin 5 min jika tidak ada update di loading awal masuk ke game nya cepet aku berharap di hapus animasi loading untuk yang lain aman tidak ada kendala cuman di loading awal kalau ada update itu akan memakan banyak waktu untuk masuk ke game nnya dan membuat boring harus menunggu 3 min untuk masuk ke game,4,2025-02-22 01:29:48,Pengguna Google,positif
"Semakin lama seperti kembali ke setelan awal dlu dimana lag optimalisasi selalu buruk, ketika ping saya tiba"" turun itu berpengaruh kepada frame drop dan itu aneh menurut saya di mana saya bermain tidak menggunakan cloud/apk tambahan. Lebih baik memikirkan optimalisasi dahulu di smartphone ketimbang event",1,2025-02-21 23:55:06,Pengguna Google,negatif
"Lama² pengen uninstall,masa sekali sebulan update terus update nya ga ngotak lagi ,19gb,20gb, mungkin seterusnya 100gb kali",2,2025-02-21 23:32:55,Pengguna Google,negatif
Nah ini baru game open world👍🏻,5,2025-02-21 22:44:07,Pengguna Google,positif
"saya main dengan procesor unisoc t618 dan ram 6 GB bisa main di resolusi hight,fsr on,anti aliasing off tapi bisa main selancar ini, setting yang lain selain itu di rata kiri, tips brightness mapnya semakin redup semakin bagus map nya meski tanpa shadow dan jangan hidupkan anti aliasing grafik nya jadi pixelated banget jadi lebih baik di matikan.",5,2025-02-21 21:47:38,Pengguna Google,positif
Grafik bagus ceritanya juga menarik cuma berat aja si game nya,5,2025-02-21 21:26:33,Pengguna Google,positif
"Sngt bgus, dev prihatin dgn pemain-pemainnya, bhkn menghargai feedback2 yg ad. Sistem gacha sngt baik pd gacha weapon :v no 50/50.. cmn yg kurang itu kebanyakan karakter resonator ceweknya、dn karakter resonator cowok hnya bs di hitung dgn jari. Sebaiknya jumlahnya di seimbangkan🧐🧐",5,2025-02-21 21:16:27,Pengguna Google,positif
Gk ada bahasa Indonesia nya,5,2025-02-21 18:54:53,Pengguna Google,positif
Game nya bagus tapi tolong banget di tambahin bhs Indonesia soalnya aku kaga ngerti bahasa Inggris jadinya mau MQ susah,4,2025-02-21 17:45:49,Pengguna Google,positif
"kemarin di 2.0 main lancar di grafis tinggi 60fps stabil sekarang habis update ke 2.1 jangankan di grafis tinggi di grafis ter rendah pun sering stuck, frame drop, patah patahnya parah banget!! tolong untuk devloper di perbaiki masalah ini!!",3,2025-02-21 17:30:13,Pengguna Google,netral
"Good job dev, semoga sukses selalu game nya",5,2025-02-21 17:28:03,Pengguna Google,positif
I LOVE WUWA SO MUCH I WOULD DIE FOR WUWA,5,2025-02-21 17:07:50,Pengguna Google,positif
"Optimalisasi gamenya masih busuk belum ada perubahan. Yang kata orang udah lancar nyatanya di hp gue masih sering ngefreeze. Di bandingan dengan game sebelah zzz jauh peformanya, di zzz lancar banget padahal sama2 game baru dan di cap game berat",1,2025-02-21 16:18:13,Pengguna Google,negatif
very good,5,2025-02-21 15:14:28,Pengguna Google,positif
Bagus pokoknya dah... 🫳🫴,5,2025-02-21 14:30:39,Pengguna Google,positif
"Gamenya udah bagus banget karena open wold,story juga bagus,saya berharap agar game ini lebih optimal lagi,tolong ditambahkan bahasa Indonesia agar lebih memahami ceritanya",5,2025-02-21 13:12:45,Pengguna Google,positif
kemren kuro lain kali buat karakter yang telanjang plis,5,2025-02-21 12:34:38,Pengguna Google,positif
Perfect,5,2025-02-21 12:21:35,Pengguna Google,positif
"Login nya ga jelas keluar masuk keluar masuk Mulu, trs pas masuk malah ngulang lagi unduh datanya. Plisss lah penyimpanan ku udah lapang loh",3,2025-02-21 11:34:15,Pengguna Google,netral
best of the best,5,2025-02-21 11:30:34,Pengguna Google,positif
mantappp please add Indonesian languagen good game pliss developer i need to Indonesian,5,2025-02-21 11:20:24,Pengguna Google,positif
"Terbaik! Hape gw yg masih bisa dibilang menengah kebawah ini (Realme 8) masih bisa TOA full star, 6/6 semua holo (termasuk hecate😋) dan bisa ngebantai semua event (meskipun di Whimpering Wastes lag PARAH saat ganti wave, gw masih bisa sampe rank S stage final😏)",5,2025-02-21 11:15:45,Pengguna Google,positif
bagus banget,5,2025-02-21 09:53:29,Pengguna Google,positif
Kurang optimal di ram 4/256 helio G99 dan jaringan tidak stabil,3,2025-02-21 08:49:24,Pengguna Google,netral
character nya mantabb,5,2025-02-21 08:25:06,Pengguna Google,positif
Kecewa sama nih game karena dari awal rilis selalu isi di Feedback agar di sediakan bahasa Indonesia tapi hampir 1 tahun nih game berjalan tetap tidak ada tanggapan atau titik terang kapan di sediakan Bahasa Indonesia 👎🏻👎🏻,1,2025-02-21 07:43:50,Pengguna Google,negatif
"Coop event is trash, no optimization. Please don't add coop event before it can be played well",1,2025-02-21 06:41:09,Pengguna Google,negatif
"masih menunggu sub indo, malas nyimak cerita kalo bahasa Inggris. Tidak peduli sama orang-orang yang bilang mINiMaL bElaJar BahASa InGgrIs, gw mau nikmatin story buat fun 😒",4,2025-02-21 05:36:54,Pengguna Google,positif
Such a good game,5,2025-02-21 01:27:07,Pengguna Google,positif
Daleman 19GB ga kurang tuh?,2,2025-02-21 00:31:20,Pengguna Google,negatif
"Good game,plis gacha gw wangii😐",5,2025-02-20 23:36:45,Pengguna Google,positif
Kasih bahasa Indonesia coi malas jadinya,3,2025-02-20 23:31:01,Pengguna Google,netral
saya suka gerakan serangannya,5,2025-02-20 22:26:51,Pengguna Google,positif
please provide a story translator in Indonesian.,4,2025-02-20 20:45:45,Pengguna Google,positif
Mayan cuma monsternya lama respown dan untung pemula mencari shell credit (uang) susah sekali,5,2025-02-20 20:19:45,Pengguna Google,positif
"Very nice game, and i'm very enjoy this game.. And one more again, we Need to add Bahasa in the game.",5,2025-02-20 18:28:25,Pengguna Google,positif
"Game yang sangat memuaskan, saya hanya ingin memberikan saran agar menambahkan Pada opsi bahasa, mungkin bisa ditambahkan bahasa Indonesia karena banyak juga Player dari Indonesia yang memainkan game keren satu ini.",5,2025-02-20 17:56:49,Pengguna Google,positif
Whimpering waste ga ramah pemain casual. ToA jg makin lama makin susah. Apa mau ikutin jejak MoC HSR yg dihujat pemain mainland sana ya?,1,2025-02-20 17:32:01,Pengguna Google,negatif
